code,상품명,기존이미지경로,새이미지경로,대표이미지여부,상세이미지순서,컷구분,생성방식,검수상태,승인여부,검수결과,수정필요사항,실물대조필요,우선검수순번,대표컷적합여부,A라인검수,슬림핏검수,비고
ANC-4024,빅리본 플레어 원피스,,assets/products/ank/generated/ANC-4024/ANC-4024-detail-neckline.jpg,아니오,4,넥라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,24,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4024,빅리본 플레어 원피스,,assets/products/ank/generated/ANC-4024/ANC-4024-detail-waist.jpg,아니오,5,허리/라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,24,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4024,빅리본 플레어 원피스,,assets/products/ank/generated/ANC-4024/ANC-4024-detail-hem.jpg,아니오,6,밑단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,24,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4024,빅리본 플레어 원피스,,assets/products/ank/generated/ANC-4024/ANC-4024-detail-fabric.jpg,아니오,7,원단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,24,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4024,빅리본 플레어 원피스,,assets/products/ank/generated/ANC-4024/ANC-4024-product.jpg,아니오,8,제품컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,24,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4024,빅리본 플레어 원피스,,assets/ANC-4024_01.jpg,아니오,9,원본 보존컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,24,검수필요,기존 검수값 유지,기존 검수값 유지,원본 보존
ANC-4025,셔츠카라 랩스커트 원피스,assets/ANC-4025_01.jpg,assets/products/ank/generated/ANC-4025/ANC-4025-main.jpg,예,1,대표 쇼룸컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,25,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4025,셔츠카라 랩스커트 원피스,,assets/products/ank/generated/ANC-4025/ANC-4025-full.jpg,아니오,2,전신컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,25,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4025,셔츠카라 랩스커트 원피스,,assets/products/ank/generated/ANC-4025/ANC-4025-detail-board.jpg,아니오,3,상세 디테일 보드,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,후면/측면은 원본 정보 부족으로 디테일 보드 대체. 사용자 품질 검수 필요,예,25,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4025,셔츠카라 랩스커트 원피스,,assets/products/ank/generated/ANC-4025/ANC-4025-detail-neckline.jpg,아니오,4,넥라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,25,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4025,셔츠카라 랩스커트 원피스,,assets/products/ank/generated/ANC-4025/ANC-4025-detail-waist.jpg,아니오,5,허리/라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,25,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4025,셔츠카라 랩스커트 원피스,,assets/products/ank/generated/ANC-4025/ANC-4025-detail-hem.jpg,아니오,6,밑단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,25,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4025,셔츠카라 랩스커트 원피스,,assets/products/ank/generated/ANC-4025/ANC-4025-detail-fabric.jpg,아니오,7,원단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,25,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4025,셔츠카라 랩스커트 원피스,,assets/products/ank/generated/ANC-4025/ANC-4025-product.jpg,아니오,8,제품컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,25,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4025,셔츠카라 랩스커트 원피스,,assets/ANC-4025_01.jpg,아니오,9,원본 보존컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,25,검수필요,기존 검수값 유지,기존 검수값 유지,원본 보존
ANC-4026,더블버튼 플레어 원피스,assets/ANC-4026_01.jpg,assets/products/ank/generated/ANC-4026/ANC-4026-main.jpg,예,1,대표 쇼룸컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,26,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4026,더블버튼 플레어 원피스,,assets/products/ank/generated/ANC-4026/ANC-4026-full.jpg,아니오,2,전신컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,26,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4026,더블버튼 플레어 원피스,,assets/products/ank/generated/ANC-4026/ANC-4026-detail-board.jpg,아니오,3,상세 디테일 보드,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,후면/측면은 원본 정보 부족으로 디테일 보드 대체. 사용자 품질 검수 필요,예,26,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4026,더블버튼 플레어 원피스,,assets/products/ank/generated/ANC-4026/ANC-4026-detail-neckline.jpg,아니오,4,넥라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,26,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4026,더블버튼 플레어 원피스,,assets/products/ank/generated/ANC-4026/ANC-4026-detail-waist.jpg,아니오,5,허리/라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,26,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4026,더블버튼 플레어 원피스,,assets/products/ank/generated/ANC-4026/ANC-4026-detail-hem.jpg,아니오,6,밑단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,26,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4026,더블버튼 플레어 원피스,,assets/products/ank/generated/ANC-4026/ANC-4026-detail-fabric.jpg,아니오,7,원단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,26,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4026,더블버튼 플레어 원피스,,assets/products/ank/generated/ANC-4026/ANC-4026-product.jpg,아니오,8,제품컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,26,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4026,더블버튼 플레어 원피스,,assets/ANC-4026_01.jpg,아니오,9,원본 보존컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,26,검수필요,기존 검수값 유지,기존 검수값 유지,원본 보존
ANC-4027,프릴숄더 셔링 원피스,assets/ANC-4027_01.jpg,assets/products/ank/generated/ANC-4027/ANC-4027-main.jpg,예,1,대표 쇼룸컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,27,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4027,프릴숄더 셔링 원피스,,assets/products/ank/generated/ANC-4027/ANC-4027-full.jpg,아니오,2,전신컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,27,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4027,프릴숄더 셔링 원피스,,assets/products/ank/generated/ANC-4027/ANC-4027-detail-board.jpg,아니오,3,상세 디테일 보드,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,후면/측면은 원본 정보 부족으로 디테일 보드 대체. 사용자 품질 검수 필요,예,27,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4027,프릴숄더 셔링 원피스,,assets/products/ank/generated/ANC-4027/ANC-4027-detail-neckline.jpg,아니오,4,넥라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,27,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4027,프릴숄더 셔링 원피스,,assets/products/ank/generated/ANC-4027/ANC-4027-detail-waist.jpg,아니오,5,허리/라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,27,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4027,프릴숄더 셔링 원피스,,assets/products/ank/generated/ANC-4027/ANC-4027-detail-hem.jpg,아니오,6,밑단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,27,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4027,프릴숄더 셔링 원피스,,assets/products/ank/generated/ANC-4027/ANC-4027-detail-fabric.jpg,아니오,7,원단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,27,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4027,프릴숄더 셔링 원피스,,assets/products/ank/generated/ANC-4027/ANC-4027-product.jpg,아니오,8,제품컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,27,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4027,프릴숄더 셔링 원피스,,assets/ANC-4027_01.jpg,아니오,9,원본 보존컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,27,검수필요,기존 검수값 유지,기존 검수값 유지,원본 보존
ANC-4028,배색라인 플레어 원피스,assets/ANC-4028_01.jpg,assets/products/ank/generated/ANC-4028/ANC-4028-main.jpg,예,1,대표 쇼룸컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,28,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4028,배색라인 플레어 원피스,,assets/products/ank/generated/ANC-4028/ANC-4028-full.jpg,아니오,2,전신컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,28,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4028,배색라인 플레어 원피스,,assets/products/ank/generated/ANC-4028/ANC-4028-detail-board.jpg,아니오,3,상세 디테일 보드,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,후면/측면은 원본 정보 부족으로 디테일 보드 대체. 사용자 품질 검수 필요,예,28,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4028,배색라인 플레어 원피스,,assets/products/ank/generated/ANC-4028/ANC-4028-detail-neckline.jpg,아니오,4,넥라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,28,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4028,배색라인 플레어 원피스,,assets/products/ank/generated/ANC-4028/ANC-4028-detail-waist.jpg,아니오,5,허리/라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,28,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4028,배색라인 플레어 원피스,,assets/products/ank/generated/ANC-4028/ANC-4028-detail-hem.jpg,아니오,6,밑단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,28,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4028,배색라인 플레어 원피스,,assets/products/ank/generated/ANC-4028/ANC-4028-detail-fabric.jpg,아니오,7,원단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,28,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4028,배색라인 플레어 원피스,,assets/products/ank/generated/ANC-4028/ANC-4028-product.jpg,아니오,8,제품컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,28,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4028,배색라인 플레어 원피스,,assets/ANC-4028_01.jpg,아니오,9,원본 보존컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,28,검수필요,기존 검수값 유지,기존 검수값 유지,원본 보존
ANC-4029,스트라이프 리본 원피스,assets/ANC-4029_01.jpg,assets/products/ank/generated/ANC-4029/ANC-4029-main.jpg,예,1,대표 쇼룸컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,29,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4029,스트라이프 리본 원피스,,assets/products/ank/generated/ANC-4029/ANC-4029-full.jpg,아니오,2,전신컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,29,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4029,스트라이프 리본 원피스,,assets/products/ank/generated/ANC-4029/ANC-4029-detail-board.jpg,아니오,3,상세 디테일 보드,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,후면/측면은 원본 정보 부족으로 디테일 보드 대체. 사용자 품질 검수 필요,예,29,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4029,스트라이프 리본 원피스,,assets/products/ank/generated/ANC-4029/ANC-4029-detail-neckline.jpg,아니오,4,넥라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,29,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4029,스트라이프 리본 원피스,,assets/products/ank/generated/ANC-4029/ANC-4029-detail-waist.jpg,아니오,5,허리/라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,29,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4029,스트라이프 리본 원피스,,assets/products/ank/generated/ANC-4029/ANC-4029-detail-hem.jpg,아니오,6,밑단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,29,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4029,스트라이프 리본 원피스,,assets/products/ank/generated/ANC-4029/ANC-4029-detail-fabric.jpg,아니오,7,원단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,29,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4029,스트라이프 리본 원피스,,assets/products/ank/generated/ANC-4029/ANC-4029-product.jpg,아니오,8,제품컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,29,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4029,스트라이프 리본 원피스,,assets/ANC-4029_01.jpg,아니오,9,원본 보존컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,29,검수필요,기존 검수값 유지,기존 검수값 유지,원본 보존
ANC-4030,레이스숄더 플레어 원피스,assets/ANC-4030_01.jpg,assets/products/ank/generated/ANC-4030/ANC-4030-main.jpg,예,1,대표 쇼룸컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,30,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4030,레이스숄더 플레어 원피스,,assets/products/ank/generated/ANC-4030/ANC-4030-full.jpg,아니오,2,전신컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,30,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4030,레이스숄더 플레어 원피스,,assets/products/ank/generated/ANC-4030/ANC-4030-detail-board.jpg,아니오,3,상세 디테일 보드,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,후면/측면은 원본 정보 부족으로 디테일 보드 대체. 사용자 품질 검수 필요,예,30,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4030,레이스숄더 플레어 원피스,,assets/products/ank/generated/ANC-4030/ANC-4030-detail-neckline.jpg,아니오,4,넥라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,30,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4030,레이스숄더 플레어 원피스,,assets/products/ank/generated/ANC-4030/ANC-4030-detail-waist.jpg,아니오,5,허리/라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,30,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4030,레이스숄더 플레어 원피스,,assets/products/ank/generated/ANC-4030/ANC-4030-detail-hem.jpg,아니오,6,밑단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,30,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4030,레이스숄더 플레어 원피스,,assets/products/ank/generated/ANC-4030/ANC-4030-detail-fabric.jpg,아니오,7,원단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,30,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4030,레이스숄더 플레어 원피스,,assets/products/ank/generated/ANC-4030/ANC-4030-product.jpg,아니오,8,제품컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,30,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4030,레이스숄더 플레어 원피스,,assets/ANC-4030_01.jpg,아니오,9,원본 보존컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,30,검수필요,기존 검수값 유지,기존 검수값 유지,원본 보존
ANC-4031,사이드드레이프 언발 원피스,assets/ANC-4031_01.jpg,assets/products/ank/generated/ANC-4031/ANC-4031-main.jpg,예,1,대표 쇼룸컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,31,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4031,사이드드레이프 언발 원피스,,assets/products/ank/generated/ANC-4031/ANC-4031-full.jpg,아니오,2,전신컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,31,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4031,사이드드레이프 언발 원피스,,assets/products/ank/generated/ANC-4031/ANC-4031-detail-board.jpg,아니오,3,상세 디테일 보드,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,후면/측면은 원본 정보 부족으로 디테일 보드 대체. 사용자 품질 검수 필요,예,31,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4031,사이드드레이프 언발 원피스,,assets/products/ank/generated/ANC-4031/ANC-4031-detail-neckline.jpg,아니오,4,넥라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,31,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4031,사이드드레이프 언발 원피스,,assets/products/ank/generated/ANC-4031/ANC-4031-detail-waist.jpg,아니오,5,허리/라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,31,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4031,사이드드레이프 언발 원피스,,assets/products/ank/generated/ANC-4031/ANC-4031-detail-hem.jpg,아니오,6,밑단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,31,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4031,사이드드레이프 언발 원피스,,assets/products/ank/generated/ANC-4031/ANC-4031-detail-fabric.jpg,아니오,7,원단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,31,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4031,사이드드레이프 언발 원피스,,assets/products/ank/generated/ANC-4031/ANC-4031-product.jpg,아니오,8,제품컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,31,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4031,사이드드레이프 언발 원피스,,assets/ANC-4031_01.jpg,아니오,9,원본 보존컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,31,검수필요,기존 검수값 유지,기존 검수값 유지,원본 보존
ANC-4032,레이스플레어 원피스,assets/ANC-4032_01.jpg,assets/products/ank/generated/ANC-4032/ANC-4032-main.jpg,예,1,대표 쇼룸컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,32,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4032,레이스플레어 원피스,,assets/products/ank/generated/ANC-4032/ANC-4032-full.jpg,아니오,2,전신컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,32,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4032,레이스플레어 원피스,,assets/products/ank/generated/ANC-4032/ANC-4032-detail-board.jpg,아니오,3,상세 디테일 보드,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,후면/측면은 원본 정보 부족으로 디테일 보드 대체. 사용자 품질 검수 필요,예,32,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4032,레이스플레어 원피스,,assets/products/ank/generated/ANC-4032/ANC-4032-detail-neckline.jpg,아니오,4,넥라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,32,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4032,레이스플레어 원피스,,assets/products/ank/generated/ANC-4032/ANC-4032-detail-waist.jpg,아니오,5,허리/라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,32,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4032,레이스플레어 원피스,,assets/products/ank/generated/ANC-4032/ANC-4032-detail-hem.jpg,아니오,6,밑단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,32,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4032,레이스플레어 원피스,,assets/products/ank/generated/ANC-4032/ANC-4032-detail-fabric.jpg,아니오,7,원단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,32,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4032,레이스플레어 원피스,,assets/products/ank/generated/ANC-4032/ANC-4032-product.jpg,아니오,8,제품컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,32,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4032,레이스플레어 원피스,,assets/ANC-4032_01.jpg,아니오,9,원본 보존컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,32,검수필요,기존 검수값 유지,기존 검수값 유지,원본 보존
ANC-4033,스퀘어넥 버튼 원피스,assets/ANC-4033_01.jpg,assets/products/ank/generated/ANC-4033/ANC-4033-main.jpg,예,1,대표 쇼룸컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,33,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4033,스퀘어넥 버튼 원피스,,assets/products/ank/generated/ANC-4033/ANC-4033-full.jpg,아니오,2,전신컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,33,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4033,스퀘어넥 버튼 원피스,,assets/products/ank/generated/ANC-4033/ANC-4033-detail-board.jpg,아니오,3,상세 디테일 보드,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,후면/측면은 원본 정보 부족으로 디테일 보드 대체. 사용자 품질 검수 필요,예,33,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4033,스퀘어넥 버튼 원피스,,assets/products/ank/generated/ANC-4033/ANC-4033-detail-neckline.jpg,아니오,4,넥라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,33,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4033,스퀘어넥 버튼 원피스,,assets/products/ank/generated/ANC-4033/ANC-4033-detail-waist.jpg,아니오,5,허리/라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,33,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4033,스퀘어넥 버튼 원피스,,assets/products/ank/generated/ANC-4033/ANC-4033-detail-hem.jpg,아니오,6,밑단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,33,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4033,스퀘어넥 버튼 원피스,,assets/products/ank/generated/ANC-4033/ANC-4033-detail-fabric.jpg,아니오,7,원단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,33,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4033,스퀘어넥 버튼 원피스,,assets/products/ank/generated/ANC-4033/ANC-4033-product.jpg,아니오,8,제품컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,33,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4033,스퀘어넥 버튼 원피스,,assets/ANC-4033_01.jpg,아니오,9,원본 보존컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,33,검수필요,기존 검수값 유지,기존 검수값 유지,원본 보존
ANC-4034,프릴라인 플레어 원피스,assets/ANC-4034_01.jpg,assets/products/ank/generated/ANC-4034/ANC-4034-main.jpg,예,1,대표 쇼룸컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,34,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4034,프릴라인 플레어 원피스,,assets/products/ank/generated/ANC-4034/ANC-4034-full.jpg,아니오,2,전신컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,34,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4034,프릴라인 플레어 원피스,,assets/products/ank/generated/ANC-4034/ANC-4034-detail-board.jpg,아니오,3,상세 디테일 보드,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,후면/측면은 원본 정보 부족으로 디테일 보드 대체. 사용자 품질 검수 필요,예,34,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4034,프릴라인 플레어 원피스,,assets/products/ank/generated/ANC-4034/ANC-4034-detail-neckline.jpg,아니오,4,넥라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,34,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4034,프릴라인 플레어 원피스,,assets/products/ank/generated/ANC-4034/ANC-4034-detail-waist.jpg,아니오,5,허리/라인 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,34,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4034,프릴라인 플레어 원피스,,assets/products/ank/generated/ANC-4034/ANC-4034-detail-hem.jpg,아니오,6,밑단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,34,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4034,프릴라인 플레어 원피스,,assets/products/ank/generated/ANC-4034/ANC-4034-detail-fabric.jpg,아니오,7,원단 확대,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,34,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4034,프릴라인 플레어 원피스,,assets/products/ank/generated/ANC-4034/ANC-4034-product.jpg,아니오,8,제품컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,34,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4034,프릴라인 플레어 원피스,,assets/ANC-4034_01.jpg,아니오,9,원본 보존컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,34,검수필요,기존 검수값 유지,기존 검수값 유지,원본 보존
ANC-4035,오프숄더 리본 원피스,assets/ANC-4035_01.jpg,assets/products/ank/generated/ANC-4035/ANC-4035-main.jpg,예,1,대표 쇼룸컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,35,검수필요,기존 검수값 유지,기존 검수값 유지,
ANC-4035,오프숄더 리본 원피스,,assets/products/ank/generated/ANC-4035/ANC-4035-full.jpg,아니오,2,전신컷,original-based detail crop set,검수필요,수정,상세페이지 이미지 생성/교체 완료,,예,35,검수필요,기존 검수값 유지,기존 검수값 유지,
