code,변경항목,기존값,제안값,변경사유,검수상태,승인여부,검수결과,수정필요사항,실물대조필요,우선검수순번,대표컷적합여부,A라인검수,슬림핏검수
ANC-4021,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 셔링 랩 슬림글램 / 원피스 셔링 랩 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 셔링 랩 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,21,검수필요,재검수,적용후보
ANC-4022,images,assets/ANC-4022_01.jpg,assets/products/ank/generated/ANC-4022/ANC-4022-main.jpg / assets/products/ank/generated/ANC-4022/ANC-4022-full.jpg / assets/products/ank/generated/ANC-4022/ANC-4022-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4022/ANC-4022-detail.jpg / assets/products/ank/generated/ANC-4022/ANC-4022-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,22,검수필요,적용후보,재검수
ANC-4022,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 스퀘어넥 버튼 플레어 러블리데일리 / 원피스 스퀘어넥 버튼 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 스퀘어넥 버튼 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,22,검수필요,적용후보,재검수
ANC-4023,images,assets/ANC-4023_01.jpg,assets/products/ank/generated/ANC-4023/ANC-4023-main.jpg / assets/products/ank/generated/ANC-4023/ANC-4023-full.jpg / assets/products/ank/generated/ANC-4023/ANC-4023-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4023/ANC-4023-detail.jpg / assets/products/ank/generated/ANC-4023/ANC-4023-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,승인완료,승인,사용자 검수 반영: 슬림핏 확정,슬림핏 적용후보 승인,아니오,23,검수필요,적용후보,승인
ANC-4023,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 러플 셔링 러블리데일리 / 원피스 러플 셔링 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 러플 셔링 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,승인완료,승인,사용자 검수 반영: 슬림핏 확정,슬림핏 적용후보 승인,아니오,23,검수필요,적용후보,승인
ANC-4024,images,assets/ANC-4024_01.jpg,assets/products/ank/generated/ANC-4024/ANC-4024-main.jpg / assets/products/ank/generated/ANC-4024/ANC-4024-full.jpg / assets/products/ank/generated/ANC-4024/ANC-4024-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4024/ANC-4024-detail.jpg / assets/products/ank/generated/ANC-4024/ANC-4024-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,24,검수필요,적용후보,재검수
ANC-4024,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 빅리본 플레어 러블리데일리 / 원피스 리본 빅리본 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 빅리본 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,24,검수필요,적용후보,재검수
ANC-4025,images,assets/ANC-4025_01.jpg,assets/products/ank/generated/ANC-4025/ANC-4025-main.jpg / assets/products/ank/generated/ANC-4025/ANC-4025-full.jpg / assets/products/ank/generated/ANC-4025/ANC-4025-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4025/ANC-4025-detail.jpg / assets/products/ank/generated/ANC-4025/ANC-4025-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,25,검수필요,재검수,적용후보
ANC-4025,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 카라 셔츠카라 랩 슬림글램포인트 / 원피스 카라 셔츠카라 랩 슬림글램포인트,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 카라 셔츠카라 랩 슬림글램포인트 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,25,검수필요,재검수,적용후보
ANC-4026,images,assets/ANC-4026_01.jpg,assets/products/ank/generated/ANC-4026/ANC-4026-main.jpg / assets/products/ank/generated/ANC-4026/ANC-4026-full.jpg / assets/products/ank/generated/ANC-4026/ANC-4026-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4026/ANC-4026-detail.jpg / assets/products/ank/generated/ANC-4026/ANC-4026-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,26,검수필요,적용후보,재검수
ANC-4026,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 더블버튼 버튼 플레어 러블리데일리 / 원피스 더블버튼 버튼 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 더블버튼 버튼 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,26,검수필요,적용후보,재검수
ANC-4027,images,assets/ANC-4027_01.jpg,assets/products/ank/generated/ANC-4027/ANC-4027-main.jpg / assets/products/ank/generated/ANC-4027/ANC-4027-full.jpg / assets/products/ank/generated/ANC-4027/ANC-4027-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4027/ANC-4027-detail.jpg / assets/products/ank/generated/ANC-4027/ANC-4027-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,승인완료,승인,사용자 검수 반영: 슬림핏 확정,슬림핏 적용후보 승인,아니오,27,검수필요,적용후보,승인
ANC-4027,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 프릴 셔링 러블리데일리 / 원피스 프릴 셔링 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 프릴 셔링 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 프릴 / 셔링 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,승인완료,승인,사용자 검수 반영: 슬림핏 확정,슬림핏 적용후보 승인,아니오,27,검수필요,적용후보,승인
ANC-4028,images,assets/ANC-4028_01.jpg,assets/products/ank/generated/ANC-4028/ANC-4028-main.jpg / assets/products/ank/generated/ANC-4028/ANC-4028-full.jpg / assets/products/ank/generated/ANC-4028/ANC-4028-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4028/ANC-4028-detail.jpg / assets/products/ank/generated/ANC-4028/ANC-4028-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,28,검수필요,적용후보,재검수
ANC-4028,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 플레어 배색 러블리데일리 / 원피스 플레어 배색 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 플레어 배색 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 배색 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,28,검수필요,적용후보,재검수
ANC-4029,images,assets/ANC-4029_01.jpg,assets/products/ank/generated/ANC-4029/ANC-4029-main.jpg / assets/products/ank/generated/ANC-4029/ANC-4029-full.jpg / assets/products/ank/generated/ANC-4029/ANC-4029-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4029/ANC-4029-detail.jpg / assets/products/ank/generated/ANC-4029/ANC-4029-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,29,검수필요,적용후보,재검수
ANC-4029,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 스트라이프 러블리데일리 / 원피스 리본 스트라이프 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 스트라이프 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,29,검수필요,적용후보,재검수
ANC-4030,images,assets/ANC-4030_01.jpg,assets/products/ank/generated/ANC-4030/ANC-4030-main.jpg / assets/products/ank/generated/ANC-4030/ANC-4030-full.jpg / assets/products/ank/generated/ANC-4030/ANC-4030-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4030/ANC-4030-detail.jpg / assets/products/ank/generated/ANC-4030/ANC-4030-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,30,검수필요,적용후보,재검수
ANC-4030,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 플레어 러블리데일리 / 원피스 레이스 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,30,검수필요,적용후보,재검수
ANC-4031,images,assets/ANC-4031_01.jpg,assets/products/ank/generated/ANC-4031/ANC-4031-main.jpg / assets/products/ank/generated/ANC-4031/ANC-4031-full.jpg / assets/products/ank/generated/ANC-4031/ANC-4031-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4031/ANC-4031-detail.jpg / assets/products/ank/generated/ANC-4031/ANC-4031-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,31,검수필요,재검수,적용후보
ANC-4031,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 드레이프 언발 슬림글램포인트 / 원피스 드레이프 언발 슬림글램포인트,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 드레이프 언발 슬림글램포인트 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,31,검수필요,재검수,적용후보
ANC-4032,images,assets/ANC-4032_01.jpg,assets/products/ank/generated/ANC-4032/ANC-4032-main.jpg / assets/products/ank/generated/ANC-4032/ANC-4032-full.jpg / assets/products/ank/generated/ANC-4032/ANC-4032-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4032/ANC-4032-detail.jpg / assets/products/ank/generated/ANC-4032/ANC-4032-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,32,검수필요,적용후보,재검수
ANC-4032,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 플레어 러블리데일리 / 원피스 레이스 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,32,검수필요,적용후보,재검수
ANC-4033,images,assets/ANC-4033_01.jpg,assets/products/ank/generated/ANC-4033/ANC-4033-main.jpg / assets/products/ank/generated/ANC-4033/ANC-4033-full.jpg / assets/products/ank/generated/ANC-4033/ANC-4033-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4033/ANC-4033-detail.jpg / assets/products/ank/generated/ANC-4033/ANC-4033-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,33,검수필요,적용후보,재검수
ANC-4033,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 스퀘어넥 버튼 데일리페미닌 / 원피스 스퀘어넥 버튼 데일리페미닌,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 스퀘어넥 버튼 데일리페미닌 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,33,검수필요,적용후보,재검수
ANC-4034,images,assets/ANC-4034_01.jpg,assets/products/ank/generated/ANC-4034/ANC-4034-main.jpg / assets/products/ank/generated/ANC-4034/ANC-4034-full.jpg / assets/products/ank/generated/ANC-4034/ANC-4034-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4034/ANC-4034-detail.jpg / assets/products/ank/generated/ANC-4034/ANC-4034-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,34,검수필요,적용후보,재검수
ANC-4034,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 프릴 플레어 러블리데일리 / 원피스 프릴 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 프릴 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 프릴 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,34,검수필요,적용후보,재검수
ANC-4035,images,assets/ANC-4035_01.jpg,assets/products/ank/generated/ANC-4035/ANC-4035-main.jpg / assets/products/ank/generated/ANC-4035/ANC-4035-full.jpg / assets/products/ank/generated/ANC-4035/ANC-4035-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4035/ANC-4035-detail.jpg / assets/products/ank/generated/ANC-4035/ANC-4035-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,35,검수필요,적용후보,재검수
ANC-4035,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 오프숄더 리본 러블리데일리 / 원피스 오프숄더 리본 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 오프숄더 리본 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,35,검수필요,적용후보,재검수
ANC-4036,images,assets/ANC-4036_01.jpg,assets/products/ank/generated/ANC-4036/ANC-4036-main.jpg / assets/products/ank/generated/ANC-4036/ANC-4036-full.jpg / assets/products/ank/generated/ANC-4036/ANC-4036-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4036/ANC-4036-detail.jpg / assets/products/ank/generated/ANC-4036/ANC-4036-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,36,검수필요,적용후보,재검수
ANC-4036,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 카라 버튼 플레어 러블리데일리 / 원피스 카라 버튼 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 카라 버튼 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,36,검수필요,적용후보,재검수
ANC-4037,images,assets/ANC-4037_01.jpg,assets/products/ank/generated/ANC-4037/ANC-4037-main.jpg / assets/products/ank/generated/ANC-4037/ANC-4037-full.jpg / assets/products/ank/generated/ANC-4037/ANC-4037-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4037/ANC-4037-detail.jpg / assets/products/ank/generated/ANC-4037/ANC-4037-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,37,검수필요,적용후보,재검수
ANC-4037,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 배색 러블리데일리 / 원피스 리본 배색 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 배색 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 배색 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,37,검수필요,적용후보,재검수
ANC-4038,images,assets/ANC-4038_01.jpg,assets/products/ank/generated/ANC-4038/ANC-4038-main.jpg / assets/products/ank/generated/ANC-4038/ANC-4038-full.jpg / assets/products/ank/generated/ANC-4038/ANC-4038-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4038/ANC-4038-detail.jpg / assets/products/ank/generated/ANC-4038/ANC-4038-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,38,검수필요,적용후보,재검수
ANC-4038,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 버튼 플레어 체크 러블리데일리 / 원피스 버튼 플레어 체크 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 버튼 플레어 체크 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,38,검수필요,적용후보,재검수
ANC-4039,images,assets/ANC-4039_01.jpg,assets/products/ank/generated/ANC-4039/ANC-4039-main.jpg / assets/products/ank/generated/ANC-4039/ANC-4039-full.jpg / assets/products/ank/generated/ANC-4039/ANC-4039-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4039/ANC-4039-detail.jpg / assets/products/ank/generated/ANC-4039/ANC-4039-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,39,검수필요,적용후보,재검수
ANC-4039,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 플레어 배색 러블리데일리 / 원피스 플레어 배색 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 플레어 배색 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 배색 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,39,검수필요,적용후보,재검수
ANC-4040,images,assets/ANC-4040_01.jpg,assets/products/ank/generated/ANC-4040/ANC-4040-main.jpg / assets/products/ank/generated/ANC-4040/ANC-4040-full.jpg / assets/products/ank/generated/ANC-4040/ANC-4040-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4040/ANC-4040-detail.jpg / assets/products/ank/generated/ANC-4040/ANC-4040-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,40,검수필요,재검수,적용후보
ANC-4040,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 오프숄더 드레이프 슬림글램 / 원피스 오프숄더 드레이프 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 오프숄더 드레이프 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,40,검수필요,재검수,적용후보
ANC-4041,images,assets/ANC-4041_01.jpg,assets/products/ank/generated/ANC-4041/ANC-4041-main.jpg / assets/products/ank/generated/ANC-4041/ANC-4041-full.jpg / assets/products/ank/generated/ANC-4041/ANC-4041-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4041/ANC-4041-detail.jpg / assets/products/ank/generated/ANC-4041/ANC-4041-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,승인완료,승인,사용자 검수 반영: 슬림핏 확정,슬림핏 적용후보 승인,아니오,41,검수필요,적용후보,승인
ANC-4041,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 셔링 러블리데일리 / 원피스 레이스 셔링 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 셔링 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,승인완료,승인,사용자 검수 반영: 슬림핏 확정,슬림핏 적용후보 승인,아니오,41,검수필요,적용후보,승인
ANC-4042,images,assets/ANC-4042_01.jpg,assets/products/ank/generated/ANC-4042/ANC-4042-main.jpg / assets/products/ank/generated/ANC-4042/ANC-4042-full.jpg / assets/products/ank/generated/ANC-4042/ANC-4042-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4042/ANC-4042-detail.jpg / assets/products/ank/generated/ANC-4042/ANC-4042-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,42,검수필요,적용후보,재검수
ANC-4042,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 카라 셔츠카라 플레어 러블리데일리 / 원피스 카라 셔츠카라 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 카라 셔츠카라 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,42,검수필요,적용후보,재검수
ANC-4043,images,assets/ANC-4043_01.jpg,assets/products/ank/generated/ANC-4043/ANC-4043-main.jpg / assets/products/ank/generated/ANC-4043/ANC-4043-full.jpg / assets/products/ank/generated/ANC-4043/ANC-4043-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4043/ANC-4043-detail.jpg / assets/products/ank/generated/ANC-4043/ANC-4043-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,승인완료,승인,사용자 검수 반영: 슬림핏 확정,슬림핏 적용후보 승인,아니오,43,검수필요,적용후보,승인
ANC-4043,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 브이넥 레이스 셔링 러블리데일리 / 원피스 브이넥 레이스 셔링 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 브이넥 레이스 셔링 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,승인완료,승인,사용자 검수 반영: 슬림핏 확정,슬림핏 적용후보 승인,아니오,43,검수필요,적용후보,승인
